dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_Gheg-GPS	2565	15021		0.170760934691432	0.0739631183010452	8.86322615359526	1.96419336628498	1.96419336628498	1.62917076973019	1.62917076973019	4.41530157031234	4.41530157031234	1.10838497303958	1.10838497303958	1.54930847871544	1.54930847871544	2.50719047358886	2.50719047358886	unassigned;Case;Definite;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Reflex;Polarity;PronType;Degree;NumType	unassigned;Case;Definite;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Reflex;Polarity;PronType;Degree;NumType	unassigned;Case;Definite;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Reflex;Polarity;PronType;NumType;Degree	unassigned;Case;Definite;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Reflex;Polarity;PronType;NumType;Degree	Degree;Case;Definite;Gender;Number;Person;PronType;Reflex;Mood;Tense;VerbForm;Voice;unassigned;Polarity;NumType	Degree;Case;Definite;Gender;Number;Person;PronType;Reflex;Mood;Tense;VerbForm;Voice;unassigned;Polarity;NumType	14	14	2.42260834831236	2.42260834831236	4.121899459361654	15021	14937	9656	gheg1238	0.5714285714285715	0.4666666666666666	0.5294117647058824	0.38235294117647056	0.4	0.2941176470588235	0	14	14	2.42260834831236	2.42260834831236	68	87	81	33.5	28.5
UD_Gothic-PROIEL	8706	55336		0.157329767240133	0.0612259650137343	9.99759932923997	2.98316871266859	2.80503740477796	2.9676514316228	2.88889636887611	5.2189283634707	4.9597069045294	1.84299828205785	1.83377165013761	2.76919517948823	2.73084958713778	3.53487174834733	3.49540089855136	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;Strength;PronType;Aspect;Poss;Reflex;Degree;Polarity	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;PronType;Aspect;Poss;Reflex;Degree;Polarity	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Strength;Poss;PronType;Reflex;Degree;Polarity	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Poss;PronType;Reflex;Degree;Polarity	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Strength;Polarity;Degree;PronType;Poss;Reflex	Case;Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;Aspect;Polarity;Degree;PronType;Poss;Reflex	15	14	3.12745771288131	3.03814876391499	4.440857893160728	55336	55319	40074	goth1244							0	14	15	3.03814876391499	3.12745771288131	106	114	137		
UD_Greek-GDT	10866	54480		0.199449339207048	0.110701174743025	10.3421841407306	2.07611148160228	2.07611148160228	3.021030812201	3.021030812201	4.29954444372031	4.29954444372031	1.78189555852515	1.78189555852515	2.88918702947639	2.88918702947639	3.30352408650216	3.30352408650216	unassigned;Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Definite;PronType;Poss	unassigned;Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Definite;PronType;Poss	unassigned;Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Definite;PronType;Poss;Degree	unassigned;Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Definite;PronType;Poss;Degree	Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Definite;PronType;Poss;unassigned	Case;Gender;Number;NumType;Aspect;Mood;Person;Tense;VerbForm;Voice;Degree;Definite;PronType;Poss;unassigned	14	14	3.24801762114537	3.24801762114537	4.179659102465229	57816	55677	41974	mode1248	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.3235294117647059	0.4918032786885245	0.4074074074074074	0	14	14	3.24801762114537	3.24801762114537	73	82	134	99.5	101
UD_Greek-GUD	4489	21062		0.213132655968094	0.132513531478492	9.32657030134133	2.08037643129146	2.08037643129146	2.71868790688361	2.71868790688361	4.31068007209239	4.31068007209239	1.7060059271916	1.7060059271916	2.56407755303308	2.56407755303308	3.29975223037482	3.29975223037482	Aspect;Mood;Number;Person;VerbForm;Voice;Tense;unassigned;Case;Definite;Gender;PronType;Poss;Polarity;Degree;NumType	Aspect;Mood;Number;Person;VerbForm;Voice;Tense;unassigned;Case;Definite;Gender;PronType;Poss;Polarity;Degree;NumType	Aspect;Mood;Number;Person;VerbForm;Voice;unassigned;Case;Definite;Gender;PronType;Polarity;Tense;Poss;Degree;NumType	Aspect;Mood;Number;Person;VerbForm;Voice;unassigned;Case;Definite;Gender;PronType;Polarity;Tense;Poss;Degree;NumType	Aspect;Mood;Number;Person;VerbForm;Voice;Tense;Case;Gender;unassigned;Definite;PronType;Degree;NumType;Poss;Polarity	Aspect;Mood;Number;Person;VerbForm;Voice;Tense;Case;Gender;unassigned;Definite;PronType;Degree;NumType;Poss;Polarity	15	15	3.44207577627956	3.44207577627956	4.417955134776743	21062	21056	16018	mode1248	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.3235294117647059	0.4918032786885245	0.4074074074074074	0	15	15	3.44207577627956	3.44207577627956	103	83	128	99.5	101
UD_Hebrew-HTB	28607	96663		0.295945708285487	0.231215666801155	12.9631322071298	1.28169101661698	1.25959561787148	1.84235585344819	1.58963180539068	3.72645551214073	3.28011515026457	0.721456290013456	0.721226792693976	1.62793990942581	1.48621045799886	2.59083934869286	2.4127975913522	Definite;Gender;Number;Case;Person;PronType;unassigned;HebBinyan;Tense;Voice;VerbForm;Polarity;VerbType;Mood;HebExistential;Prefix;Reflex	Definite;Gender;Number;Case;Person;PronType;unassigned;Tense;Voice;VerbForm;Polarity;Mood;Reflex	Definite;Gender;Number;Case;Person;PronType;unassigned;HebBinyan;Tense;Voice;VerbForm;Polarity;VerbType;HebExistential;Prefix;Reflex;Mood	Definite;Gender;Number;Case;Person;PronType;unassigned;Tense;Voice;VerbForm;Polarity;Reflex;Mood	Definite;Gender;Number;Case;Person;PronType;Polarity;Prefix;unassigned;HebBinyan;Tense;Voice;VerbForm;HebExistential;Mood;VerbType;Reflex	Definite;Gender;Number;Case;Person;PronType;Polarity;unassigned;Tense;Voice;VerbForm;Mood;Reflex	16	12	2.47655255889016	2.32768484321819	4.013660658582613	178740	138529	93204	hebr1245	0.6842105263157895	0.3928571428571429	0.5882352941176471	0.5555555555555557	0.4433962264150943	0.2692307692307693	1	12	16	2.32768484321819	2.47655255889016	61	75	36	80.5	17
UD_Hebrew-IAHLTwiki	23665	86491		0.273612283358962	0.225006069995722	12.7185537271677	1.19053244293443	1.1701613576823	1.73550036714302	1.45491176015778	3.4728243967551	3.10706923141727	0.796406132577009	0.785488830340336	1.63540604532235	1.44588330575211	2.62212179025138	2.40716948926447	unassigned;Gender;Number;Polarity;PronType;Person;Definite;HebBinyan;Tense;VerbForm;Voice;Case;Poss;VerbType;Aspect;Prefix;NumType;Mood;Reflex	unassigned;Gender;Number;Polarity;PronType;Person;Definite;Tense;VerbForm;Voice;Case;Poss;Aspect;NumType;Mood;Reflex	unassigned;Gender;Number;Polarity;PronType;Definite;HebBinyan;Person;Tense;VerbForm;Voice;Case;Poss;Prefix;NumType;VerbType;Mood;Reflex;Aspect	unassigned;Gender;Number;Polarity;PronType;Definite;Person;Tense;VerbForm;Voice;Case;Poss;NumType;Mood;Reflex;Aspect	Definite;Gender;Number;NumType;Prefix;Polarity;PronType;Person;Reflex;Case;HebBinyan;Tense;VerbForm;Voice;VerbType;Aspect;Mood;Poss;unassigned	Definite;Gender;Number;NumType;Polarity;PronType;Person;Reflex;Case;Tense;VerbForm;Voice;Aspect;Mood;Poss;unassigned	18	15	2.63493311442809	2.50334716906961	3.9395758531489062	158719	121840	82584	hebr1245	0.6842105263157895	0.3928571428571429	0.5882352941176471	0.5555555555555557	0.4433962264150943	0.2692307692307693	0	15	18	2.50334716906961	2.63493311442809	53	68	46	80.5	17
UD_Hindi-HDTB	19036	328109		0.0580173052247881	0.0551219259453413	10.1560852722771	2.12508684241044	2.11802437858449	1.47343978630942	1.47402262362744	4.57388847261715	4.52355648158585	1.46701323732498	1.46141188140942	1.4476427676633	1.44828277300346	2.8722065006671	2.84766828107646	unassigned;Case;PronType;AdpType;Gender;Number;Person;Polite;Poss;Mood;Tense;VerbForm;NumType;Aspect;Voice;Polarity;Echo;AdvType	unassigned;Case;PronType;Gender;Number;Person;Polite;Poss;Mood;Tense;VerbForm;NumType;Aspect;Voice;Polarity	unassigned;Case;PronType;AdpType;Gender;Number;Person;NumType;Aspect;VerbForm;Polarity;Voice;Mood;Tense;Polite;AdvType;Poss;Echo	unassigned;Case;PronType;Gender;Number;Person;NumType;Aspect;VerbForm;Polarity;Voice;Mood;Tense;Polite;Poss	Person;Case;PronType;Number;Gender;Polite;Poss;Echo;Mood;VerbForm;AdpType;Aspect;Tense;Voice;NumType;Polarity;AdvType;unassigned	Person;Case;PronType;Number;Gender;Polite;Poss;Mood;VerbForm;Aspect;Tense;Voice;NumType;Polarity;unassigned	17	14	3.09402058462279	2.868388249027	3.72757494049018	328109	323270	295048	hind1269	0.28571428571428575	0.28571428571428575	0.411764705882353	0.26470588235294124	0.3644067796610169	0.339622641509434	0	14	17	2.868388249027	3.09402058462279	28	95	107	23.5	63.5
UD_Hindi-PUD	5129	21521		0.238325356628409	0.216253891547791	9.88997792294811	1.80689509706049	1.74403365656674	1.33628727321456	1.31878751312922	4.11164036970982	4.00651375123877	1.10856934966523	1.09079210505174	1.25514838445374	1.24291141668698	2.80055215994702	2.7821145281581	Case;Gender;Number;unassigned;Aspect;Mood;Person;Tense;VerbForm;Polite;Polarity;Definite;Gender[psor];Number[psor];PronType;NumType	Case;Gender;Number;unassigned;Aspect;Mood;Person;Tense;VerbForm;Polite;Polarity;Definite;PronType;NumType	Case;Gender;Number;unassigned;Aspect;Mood;Person;Tense;Polarity;Definite;VerbForm;Gender[psor];Number[psor];PronType;Polite;NumType	Case;Gender;Number;unassigned;Aspect;Mood;Person;Tense;Polarity;Definite;VerbForm;PronType;Polite;NumType	Case;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Polite;Definite;Gender[psor];Number[psor];PronType;unassigned;NumType	Case;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Polite;Definite;PronType;unassigned;NumType	15	13	2.07216207425306	2.04655917475954	3.6006729885693627	21521	21102	15431	hind1269	0.28571428571428575	0.28571428571428575	0.411764705882353	0.26470588235294124	0.3644067796610169	0.339622641509434	0	13	15	2.04655917475954	2.07216207425306	21	80	79	23.5	63.5
UD_Hungarian-Szeged	13448	36207		0.371419891181263	0.254757367359903	11.3412940381112	1.10736239488534	0.885570226454795	2.00758073809081	1.97818118084757	3.28057826547455	2.75266750078212	0.743593326960263	0.68828032804442	1.9357548573442	1.91498702090423	2.57506109499488	2.30971379924772	Definite;PronType;Case;Number;Person;Degree;unassigned;Number[psor];Person[psor];Mood;Tense;VerbForm;Voice;Number[psed];NumType;Reflex;Aspect;Poss	Definite;PronType;Case;Number;Person;Degree;unassigned;Mood;Tense;VerbForm;Voice;NumType;Reflex;Aspect;Poss	Definite;PronType;Case;Degree;Number;unassigned;Number[psor];Person[psor];Mood;Person;Tense;VerbForm;Voice;NumType;Number[psed];Reflex;Poss;Aspect	Definite;PronType;Case;Degree;Number;unassigned;Mood;Person;Tense;VerbForm;Voice;NumType;Reflex;Poss;Aspect	Definite;PronType;Case;Number;Person;Degree;VerbForm;NumType;Number[psor];Person[psor];Number[psed];unassigned;Mood;Tense;Voice;Aspect;Reflex;Poss	Definite;PronType;Case;Number;Person;Degree;VerbForm;NumType;unassigned;Mood;Tense;Voice;Aspect;Reflex;Poss	17	14	2.59891733642666	2.44416825475737	4.255956643019984	36207	35620	30378	hung1274	0.1428571428571429	0.10714285714285716	0.11764705882352938	0.4411764705882353	0.45081967213114754	0.38888888888888895	0	14	17	2.44416825475737	2.59891733642666	80	62	33	82	86
UD_Icelandic-GC	19883	91550		0.217181867831786	0.163724740578919	10.8443529376799	2.44148897331254	2.44148897331254	2.54539962031138	2.54539962031138	4.80558332554506	4.80558332554506	1.61493829270085	1.61493829270085	2.51494834672273	2.51494834672273	3.63396389180604	3.63396389180604	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;VerbForm;Definite;unassigned;Degree;NumType	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;VerbForm;Definite;unassigned;Degree;NumType	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;unassigned;Definite;VerbForm;Degree;NumType	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;unassigned;Definite;VerbForm;Degree;NumType	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;VerbForm;Definite;unassigned;Degree;NumType	Case;Gender;Number;Person;PronType;Mood;Tense;Voice;VerbForm;Definite;unassigned;Degree;NumType	12	12	2.4002512288367	2.4002512288367	4.062396936909147	91550	90422	70136	icel1247	0.42105263157894735	0.27586206896551724	0.5625	0.2352941176470588	0.4310344827586207	0.26415094339622647	0	12	12	2.4002512288367	2.4002512288367	65	102	120	61.5	13.5
UD_Icelandic-IcePaHC	64788	867445		0.0746883087688557	0.0431865997267838	10.620431021843	3.20075043437411	3.20075043437411	2.68013733998185	2.68013733998185	5.00734916958687	5.00734916958687	1.92532462164692	1.92532462164692	2.60793569005533	2.60793569005533	3.30656795953423	3.30656795953423	unassigned;Case;Gender;Number;PronType;VerbForm;Voice;Definite;Degree;Person;Mood;Tense;NumType	unassigned;Case;Gender;Number;PronType;VerbForm;Voice;Definite;Degree;Person;Mood;Tense;NumType	unassigned;Case;Gender;Number;PronType;Definite;Mood;Person;Tense;VerbForm;Voice;Degree;NumType	unassigned;Case;Gender;Number;PronType;Definite;Mood;Person;Tense;VerbForm;Voice;Degree;NumType	Case;Gender;Number;PronType;Definite;Mood;Person;Tense;VerbForm;Voice;Degree;NumType;unassigned	Case;Gender;Number;PronType;Definite;Mood;Person;Tense;VerbForm;Voice;Degree;NumType;unassigned	12	12	2.8732173221357	2.8732173221357	4.333281343865138	870200	867621	575572	icel1247	0.42105263157894735	0.27586206896551724	0.5625	0.2352941176470588	0.4310344827586207	0.26415094339622647	0	12	12	2.8732173221357	2.8732173221357	91	107	140	61.5	13.5
UD_Icelandic-Modern	10128	73947		0.136962959957808	0.0829107333630844	9.72792309552103	2.42175832483819	2.42175832483819	2.47780004417007	2.47780004417007	4.44976684662571	4.44976684662571	1.48486931209627	1.48486931209627	2.39620925695595	2.39620925695595	3.0528141244326	3.0528141244326	Case;Definite;Degree;Gender;Number;Person;PronType;Mood;Tense;VerbForm;Voice;unassigned;NumType	Case;Definite;Degree;Gender;Number;Person;PronType;Mood;Tense;VerbForm;Voice;unassigned;NumType	Case;Definite;Degree;Gender;Number;Person;PronType;Mood;Tense;VerbForm;Voice;unassigned;NumType	Case;Definite;Degree;Gender;Number;Person;PronType;Mood;Tense;VerbForm;Voice;unassigned;NumType	Case;Definite;Degree;Gender;Number;NumType;PronType;VerbForm;Voice;Mood;Person;Tense;unassigned	Case;Definite;Degree;Gender;Number;NumType;PronType;VerbForm;Voice;Mood;Person;Tense;unassigned	12	12	2.65725452012928	2.65725452012928	4.364807374905658	73953	73144	46679	icel1247	0.42105263157894735	0.27586206896551724	0.5625	0.2352941176470588	0.4310344827586207	0.26415094339622647	0	12	12	2.65725452012928	2.65725452012928	99	88	111	61.5	13.5
UD_Icelandic-PUD	6531	16874		0.387045158231599	0.293232191537276	10.4713246266456	1.68291762292314	1.68291762292314	2.7071283375946402	2.7071283375946402	4.33966485665675	4.33966485665675	0.977910202494313	0.977910202494313	2.63103366983674	2.63103366983674	3.13393557586385	3.13393557586385	Case;Definite;Gender;Number;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;unassigned;Poss	Case;Definite;Gender;Number;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;unassigned;Poss	Case;Definite;Gender;Number;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;unassigned;Poss	Case;Definite;Gender;Number;Mood;Person;Tense;VerbForm;Voice;Degree;PronType;unassigned;Poss	Case;Definite;Gender;Number;Degree;Tense;VerbForm;Voice;Mood;Person;PronType;Poss;unassigned	Case;Definite;Gender;Number;Degree;Tense;VerbForm;Voice;Mood;Person;PronType;Poss;unassigned	12	12	2.65224605902572	2.65224605902572	4.297277692935159	16878	16562	10369	icel1247	0.42105263157894735	0.27586206896551724	0.5625	0.2352941176470588	0.4310344827586207	0.26415094339622647	0	12	12	2.65224605902572	2.65224605902572	87	84	68	61.5	13.5
UD_Indonesian-CSUI	4332	23864		0.181528662420382	0.188065705665437	10.0960574619948	0.0604956920588222	0.0604956920588222	0.159294281771556	0.159294281771556	0.36694586673719	0.36694586673719	0.0604118838120889	0.0604118838120889	0.159210473524824	0.159210473524824	0.259692596198564	0.259692596198564	unassigned;Mood;Voice;Number;PronType;Person;NumType;Definite;Degree;Reflex;Polarity;Polite;Clusivity	unassigned;Mood;Voice;Number;PronType;Person;NumType;Definite;Degree;Reflex;Polarity;Polite;Clusivity	unassigned;Mood;Voice;Number;PronType;Person;NumType;Definite;Degree;Reflex;Polarity;Polite;Clusivity	unassigned;Mood;Voice;Number;PronType;Person;NumType;Definite;Degree;Reflex;Polarity;Polite;Clusivity	PronType;NumType;Degree;Mood;Voice;Number;unassigned;Definite;Person;Reflex;Polite;Clusivity;Polarity	PronType;NumType;Degree;Mood;Voice;Number;unassigned;Definite;Person;Reflex;Polite;Clusivity;Polarity	12	12	0.79395742541066	0.79395742541066	2.7341482098168335	24846	22952	13262	indo1316			0				0	12	12	0.79395742541066	0.79395742541066	3	4	3		
UD_Indonesian-GSD	20166	102292		0.197141516443124	0.201130098150393	11.4985992654186	0.137043855943576	0.137043855943576	0.202081797944217	0.202081797944217	0.813876805828991	0.813876805828991	0.124013669376643	0.124013669376643	0.200884223638293	0.200884223638293	0.609005118282161	0.609005118282161	unassigned;Number;Person;PronType;Mood;Voice;NumType;Definite;Degree;Polarity;Polite;Reflex;Clusivity	unassigned;Number;Person;PronType;Mood;Voice;NumType;Definite;Degree;Polarity;Polite;Reflex;Clusivity	unassigned;Number;Person;PronType;Mood;Voice;NumType;Definite;Polarity;Degree;Polite;Reflex;Clusivity	unassigned;Number;Person;PronType;Mood;Voice;NumType;Definite;Polarity;Degree;Polite;Reflex;Clusivity	unassigned;Number;Person;PronType;Polite;Mood;Voice;NumType;Clusivity;Reflex;Definite;Degree;Polarity	unassigned;Number;Person;PronType;Polite;Mood;Voice;NumType;Clusivity;Reflex;Definite;Degree;Polarity	12	12	0.638652094005396	0.638652094005396	3.1819748822622413	106666	101203	44774	indo1316			0				0	12	12	0.638652094005396	0.638652094005396	12	8	8		
UD_Indonesian-PUD	4876	16606		0.293628808864266	0.27128748645068	10.4070975328342	0.0927672979360723	0.0927672979360723	0.248606656545838	0.248606656545838	0.658738796787248	0.658738796787248	0.091787853006138	0.091787853006138	0.247616184618174	0.247616184618174	0.458156197630346	0.458156197630346	unassigned;Polarity;Mood;Voice;Number;PronType;Definite;Person;Degree;Polite;NumType;Clusivity;Reflex	unassigned;Polarity;Mood;Voice;Number;PronType;Definite;Person;Degree;Polite;NumType;Clusivity;Reflex	unassigned;Polarity;Mood;Voice;Number;PronType;Definite;Person;Polite;NumType;Clusivity;Degree;Reflex	unassigned;Polarity;Mood;Voice;Number;PronType;Definite;Person;Polite;NumType;Clusivity;Degree;Reflex	unassigned;Polarity;PronType;Mood;Voice;Number;Person;Polite;Clusivity;Reflex;NumType;Degree;Definite	unassigned;Polarity;PronType;Mood;Voice;Number;Person;Polite;Clusivity;Reflex;NumType;Degree;Definite	12	12	0.834517644224979	0.834517644224979	3.1636464631492434	17430	16709	9775	indo1316			0				0	12	12	0.834517644224979	0.834517644224979	11	7	6		
UD_Irish-IDT	14694	104445		0.140686485710182	0.0900952654507157	10.1936691545102	2.58774306046496	1.94530870806632	1.32122370399411	1.18755439821896	5.51454815794774	4.33240906167017	1.58993927077591	1.29459999346367	1.24912255909915	1.16412858302922	3.53968856325634	2.78757162750989	Mood;Tense;Form;PronType;Person;Polarity;Aspect;Number;Dialect;Case;Gender;PrepForm;Poss;VerbForm;Definite;NounType;PartType;Degree;unassigned;Reflex;NumType	Mood;Tense;PronType;Person;Polarity;Aspect;Number;Case;Gender;Poss;VerbForm;Definite;Degree;unassigned;Reflex;NumType	Mood;Tense;Case;Number;unassigned;Gender;VerbForm;PronType;Definite;Form;PartType;Degree;Person;Poss;Polarity;Aspect;NounType;Reflex;PrepForm;NumType;Dialect	Mood;Tense;Case;Number;unassigned;Gender;VerbForm;PronType;Definite;Degree;Person;Poss;Polarity;Aspect;Reflex;NumType	Mood;Tense;Form;Polarity;Person;Aspect;PronType;Number;Dialect;Case;Gender;Definite;VerbForm;NounType;PrepForm;Poss;PartType;Degree;unassigned;Reflex;NumType	Mood;Tense;Polarity;Person;Aspect;PronType;Number;Case;Gender;Definite;VerbForm;Poss;Degree;unassigned;Reflex;NumType	20	15	2.37740437550864	2.07824213700991	4.338474019312997	104451	103188	83731	iris1253	0.7142857142857143	0.48275862068965514	0.5882352941176471	0.2647058823529412	0.3793103448275862	0.24528301886792456	0	15	20	2.07824213700991	2.37740437550864	92	121	91	31	6
UD_Italian-ISDT	27674	244267		0.11329405936946	0.086221225134791	10.9423369812535	1.56919757816569	1.56892657486808	1.33453036606009	1.34479131011589	3.0675569424907	3.02856321092583	1.03176152511025	1.03150286599471	1.31225981792417	1.32273281819995	2.14997262353665	2.14324176627802	Mood;Number;Person;Tense;VerbForm;Gender;Definite;PronType;unassigned;Clitic;Poss;Degree;NumType;Polarity	Mood;Number;Person;Tense;VerbForm;Gender;Definite;PronType;unassigned;Poss;Degree;NumType;Polarity	Mood;Number;Person;Tense;VerbForm;Definite;Gender;PronType;unassigned;Clitic;Degree;Poss;NumType;Polarity	Mood;Number;Person;Tense;VerbForm;Definite;Gender;PronType;unassigned;Degree;Poss;NumType;Polarity	Mood;Number;Person;Tense;VerbForm;Gender;Definite;PronType;Poss;Degree;NumType;unassigned;Clitic;Polarity	Mood;Number;Person;Tense;VerbForm;Gender;Definite;PronType;Poss;Degree;NumType;unassigned;Polarity	13	12	2.09514179156415	2.07614209041745	3.7443641735314577	284071	260117	178355	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	12	13	2.07614209041745	2.09514179156415	30	48	74	51	86
