dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_Erzya-JR	6593	15653		0.421197214591452	0.212036031431674	11.5001799323131	3.8250554515745	2.38040028097181	2.87648258825166	2.44860329030534	8.205254263577	5.29853172508729	1.76711321544677	1.41969943447708	2.36139793258571	1.98563905209147	4.67417794016434	3.62553764355981	Case;Definite;Number;NounType;Number[psor];Person[psor];Mood;Number[subj];Person[subj];Tense;VerbForm;Derivation;Clitic;AdvType;unassigned;Animacy;NameType;AdpType;Connegative;Aspect;Person;PronType;Variant;Reflex;Degree;Style;Number[obj];Person[obj];NumType;PartForm;Polarity;VerbType;NegationType;Gender;PartType;Evident	Case;Definite;Number;Mood;Tense;VerbForm;unassigned;Animacy;Aspect;Person;PronType;Reflex;Degree;NumType;Polarity;Gender;Evident	Case;Definite;Number;NounType;Mood;Number[subj];Person[subj];Tense;AdvType;unassigned;Animacy;NameType;Number[psor];Person[psor];AdpType;Derivation;Person;PronType;VerbForm;Degree;Reflex;Variant;NumType;Polarity;Aspect;Number[obj];Person[obj];Style;Clitic;Gender;PartForm;Connegative;VerbType;NegationType;Evident;PartType	Case;Definite;Number;Mood;Tense;unassigned;Animacy;Person;PronType;VerbForm;Degree;Reflex;NumType;Polarity;Aspect;Gender;Evident	Case;Definite;Number;NounType;Number[psor];Person[psor];Derivation;Clitic;AdvType;Animacy;Style;Degree;Number[subj];Person[subj];Tense;NameType;VerbForm;NumType;Mood;Number[obj];Person[obj];Connegative;Aspect;PartForm;PronType;Evident;Polarity;AdpType;Gender;Person;Reflex;Variant;unassigned;VerbType;NegationType;PartType	Case;Definite;Number;Animacy;Degree;Tense;VerbForm;NumType;Mood;Aspect;PronType;Evident;Polarity;Gender;Person;Reflex;unassigned	35	16	2.97808726761643	2.16086373219191	5.172318141144018	15764	15695	14139	erzy1239	0.30000000000000004	0.10000000000000002	0.1764705882352941	0.41176470588235303	0.3305084745762712	0.1764705882352941	0	16	35	2.16086373219191	2.97808726761643	149	153	101	17	1
UD_Estonian-EDT	79715	365094		0.21834102998132	0.118418818167376	13.2614804725579	2.44425060540373	2.38033713291929	2.38573769638474	2.37783130328222	4.65680318183976	4.48956002954574	1.67883253634461	1.66484953573582	2.34842789221093	2.34535132678471	3.12958082756774	3.08307329441907	Case;Number;Mood;Person;Tense;VerbForm;Voice;Connegative;Polarity;unassigned;NumForm;NumType;Degree;AdpType;Hyph;PronType;Poss;Reflex;Style	Case;Number;Mood;Person;Tense;VerbForm;Voice;Polarity;unassigned;NumType;Degree;PronType;Poss;Reflex	Case;Number;Mood;Person;Tense;VerbForm;Voice;unassigned;NumForm;NumType;AdpType;Degree;PronType;Poss;Polarity;Connegative;Hyph;Reflex;Style	Case;Number;Mood;Person;Tense;VerbForm;Voice;unassigned;NumType;Degree;PronType;Poss;Polarity;Reflex	Case;Number;Hyph;NumForm;NumType;Tense;VerbForm;Voice;Person;PronType;Mood;Polarity;Connegative;Style;AdpType;Poss;Degree;Reflex;unassigned	Case;Number;NumType;Tense;VerbForm;Voice;Person;PronType;Mood;Polarity;Poss;Degree;unassigned;Reflex	18	13	2.3487786706985	2.27950062175768	4.353689101829786	365598	359386	292171	esto1258	0.380952380952381	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.319672131147541	0.24074074074074076	0	13	18	2.27950062175768	2.3487786706985	97	99	125	15.5	4.5
UD_Estonian-EWT	20105	75415		0.266591526884572	0.161824570708745	11.6674152712575	2.26410262082111	2.1816067024441	2.09576220909302	2.09890425526703	4.5208692548458	4.35857939709553	1.39947040182483	1.38895724404267	2.03892392103719	2.04878058035232	2.88495993968657	2.8464669816716	unassigned;Case;Degree;Number;Tense;VerbForm;Voice;Mood;Person;Connegative;Polarity;NumForm;NumType;PronType;AdpType;Poss;Reflex;Style;Hyph	unassigned;Case;Degree;Number;Tense;VerbForm;Voice;Mood;Person;Polarity;NumType;PronType;Poss;Reflex	unassigned;Case;Degree;Number;Tense;VerbForm;Voice;Mood;Person;Polarity;NumForm;NumType;PronType;AdpType;Connegative;Poss;Reflex;Hyph;Style	unassigned;Case;Degree;Number;Tense;VerbForm;Voice;Mood;Person;Polarity;NumType;PronType;Poss;Reflex	Case;Number;NumForm;NumType;Style;PronType;Degree;Tense;VerbForm;Voice;Poss;Hyph;Polarity;Mood;Person;Connegative;AdpType;unassigned;Reflex	Case;Number;NumType;PronType;Degree;Tense;VerbForm;Voice;Poss;Polarity;Mood;Person;unassigned;Reflex	18	13	2.23816216932971	2.17633096864019	4.4397655823232025	75533	74354	55511	esto1258	0.380952380952381	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.319672131147541	0.24074074074074076	0	13	18	2.17633096864019	2.23816216932971	105	92	99	15.5	4.5
UD_Faroese-FarPaHC	3536	33515		0.105504997762196		8.72832293771321			1.20986030971825	1.20986030971825	1.90072578995884	1.90072578995884			1.2027159090096	1.2027159090096	1.58103878104825	1.58103878104825	Case;Gender;Number;unassigned;Definite;Mood;Tense;Degree;VerbForm	Case;Gender;Number;unassigned;Definite;Mood;Tense;Degree;VerbForm	Case;unassigned;Definite;Number;Mood;Tense;Degree;VerbForm;Gender	Case;unassigned;Definite;Number;Mood;Tense;Degree;VerbForm;Gender	Case;Gender;Number;unassigned;Definite;Mood;Tense;VerbForm;Degree	Case;Gender;Number;unassigned;Definite;Mood;Tense;VerbForm;Degree	8	8	1.26898403699836	1.26898403699836		33541	0	0	faro1244	0.4761904761904761	0.2666666666666667	0.6470588235294118	0.2058823529411765	0.40163934426229514	0.22641509433962267	100	8	8	1.26898403699836	1.26898403699836		16		35	3
UD_Finnish-FTB	43579	136438		0.319405151057623	0.159251821340096	12.9288655452544	3.60901036566536	2.83608134965822	2.53974790853185	2.47952488038417	5.9079754939432	4.79565121786771	2.0101523366565	1.76325444037803	2.43635198144879	2.43628019221101	3.85561037883779	3.36020715225731	Case;InfForm;VerbForm;Voice;Mood;Number;Person;Tense;PartForm;Connegative;Style;Person[psor];unassigned;PronType;Clitic;Degree;Number[psor];NumType;Polarity;Reflex	Case;VerbForm;Voice;Mood;Number;Person;Tense;unassigned;PronType;Degree;NumType;Polarity;Reflex	Case;InfForm;VerbForm;Voice;unassigned;Number;PronType;Mood;Person;Tense;NumType;PartForm;Polarity;Clitic;Style;Connegative;Person[psor];Reflex;Number[psor];Degree	Case;VerbForm;Voice;unassigned;Number;PronType;Mood;Person;Tense;NumType;Polarity;Reflex;Degree	Case;InfForm;VerbForm;Voice;Mood;Number;Person;Tense;PartForm;Clitic;Connegative;Style;Number[psor];Person[psor];Polarity;Degree;PronType;Reflex;NumType;unassigned	Case;VerbForm;Voice;Mood;Number;Person;Tense;Polarity;Degree;PronType;unassigned;Reflex;NumType	19	12	2.7495419164748802	2.56548029141442	4.49669847103208	137034	135945	112538	finn1318	0.33333333333333326	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.3688524590163934	0.25925925925925924	0	12	19	2.56548029141442	2.7495419164748802	111	134	131	26.5	9.5
UD_Finnish-OOD	8105	16071		0.504324559766038	0.325182004853463	11.7683881063916	2.29480106290393	1.83694965540548	2.42293264216502	2.36251472376662	5.41463585411095	4.10949826462499	1.17037947455961	1.07410508640599	2.3210181105105	2.26459651480397	3.59282456839811	2.89237481629171	Style;Case;Number;Mood;Person;Tense;VerbForm;Voice;PartForm;InfForm;Number[psor];Person[psor];PronType;Degree;unassigned;AdpType;Clitic;Connegative;NumType;Derivation;Polarity;Reflex	unassigned;Case;Number;Mood;Person;Tense;VerbForm;Voice;PronType;Degree;NumType;Polarity;Reflex	unassigned;Case;Number;Mood;Person;Tense;VerbForm;Voice;PronType;Degree;AdpType;PartForm;Clitic;NumType;Derivation;Style;InfForm;Polarity;Person[psor];Connegative;Number[psor];Reflex	unassigned;Case;Number;Mood;Person;Tense;VerbForm;Voice;PronType;Degree;NumType;Polarity;Reflex	Style;Clitic;Derivation;Degree;Case;Number;Number[psor];Person[psor];PronType;Reflex;Mood;Person;Tense;VerbForm;Voice;InfForm;PartForm;Connegative;Polarity;NumType;AdpType;unassigned	Degree;Case;Number;PronType;Reflex;Mood;Person;Tense;VerbForm;Voice;Polarity;NumType;unassigned	21	12	2.5801754713459	2.33999128865659	4.552877340071997	16118	15793	12840	finn1318	0.33333333333333326	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.3688524590163934	0.25925925925925924	0	12	21	2.33999128865659	2.5801754713459	118	119	77	26.5	9.5
UD_Finnish-PUD	7559	13456		0.561756837098692	0.371953032104637	11.7289094607496	2.09329552136153	1.81688870879274	2.75190375137321	2.6250357428651	5.22834503859658	4.1916998494849	1.1535893320434	1.12295853489304	2.63806850132365	2.53697851245596	3.68826824077414	3.09618055106951	Case;Degree;Derivation;Number;Person;Polarity;VerbForm;Voice;Clitic;Connegative;Mood;Tense;PartForm;Person[psor];InfForm;PronType;unassigned;Number[psor];NumType;AdpType;Reflex;Style	Case;Degree;Number;Person;Polarity;VerbForm;Voice;Mood;Tense;PronType;unassigned;NumType;Reflex	Case;Degree;Derivation;Number;Person;Polarity;VerbForm;Voice;Connegative;Mood;Tense;PronType;unassigned;Person[psor];Clitic;InfForm;Number[psor];PartForm;NumType;AdpType;Reflex;Style	Case;Degree;Number;Person;Polarity;VerbForm;Voice;Mood;Tense;PronType;unassigned;NumType;Reflex	Case;Degree;Derivation;Number;NumType;Person[psor];Number[psor];Clitic;Style;Person;Polarity;VerbForm;Voice;Connegative;Mood;Tense;PartForm;InfForm;PronType;Reflex;unassigned;AdpType	Case;Degree;Number;NumType;Person;Polarity;VerbForm;Voice;Mood;Tense;PronType;Reflex;unassigned	21	12	2.69686385255648	2.48387336504162	4.453810372262806	13472	13198	11440	finn1318	0.33333333333333326	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.3688524590163934	0.25925925925925924	0	12	21	2.48387336504162	2.69686385255648	108	115	84	26.5	9.5
UD_Finnish-TDT	53683	172048		0.312023388821724	0.153672231005301	13.3318887306496	3.27820124129492	2.70163585720424	2.81863865921088	2.66533135819114	5.73386157568298	4.40704759738885	1.94462588062604	1.8060961644376201	2.73880344268921	2.59184867664696	4.02839670601015	3.2400649296956	Case;Number;NumType;Derivation;Mood;Person;Tense;VerbForm;Voice;PartForm;InfForm;Connegative;Person[psor];Clitic;Degree;unassigned;Style;Number[psor];PronType;Polarity;AdpType;Reflex	Case;Number;NumType;Mood;Person;Tense;VerbForm;Voice;unassigned;Degree;PronType;Polarity;Reflex	Case;Number;NumType;Derivation;Mood;Person;Tense;VerbForm;Voice;unassigned;Degree;PronType;Number[psor];Person[psor];Clitic;Polarity;PartForm;InfForm;AdpType;Style;Reflex;Connegative	Case;Number;NumType;Mood;Person;Tense;VerbForm;Voice;unassigned;Degree;PronType;Polarity;Reflex	Case;Number;Derivation;Number[psor];Person[psor];Style;Clitic;NumType;Degree;Mood;Person;Tense;VerbForm;Voice;PartForm;InfForm;Connegative;Polarity;PronType;Reflex;AdpType	Case;Number;NumType;Degree;Mood;Person;Tense;VerbForm;Voice;Polarity;unassigned;PronType;Reflex	21	12	2.68949944201618	2.44175462661583	4.608017894157775	172797	168554	142455	finn1318	0.33333333333333326	0.06666666666666667	0.1764705882352941	0.38235294117647056	0.3688524590163934	0.25925925925925924	0	12	21	2.44175462661583	2.68949944201618	126	126	136	26.5	9.5
UD_French-FQB	4060	20287		0.200128160891211	0.177601419628333	8.88076757050035	1.11891850259338	1.11891850259338	0.97268379876184	0.97268379876184	3.23138004364917	3.23138004364917	0.737036570421907	0.737036570421907	0.9449114966818	0.9449114966818	2.10347551595806	2.10347551595806	Number;Person;Gender;Definite;PronType;ExtPos;Mood;Tense;VerbForm;unassigned;Poss;Reflex;Polarity;Voice;NumType	Number;Person;Gender;Definite;PronType;ExtPos;Mood;Tense;VerbForm;unassigned;Poss;Reflex;Polarity;Voice;NumType	Number;Person;Definite;Gender;PronType;Mood;Tense;VerbForm;unassigned;Poss;Polarity;Voice;ExtPos;Reflex;NumType	Number;Person;Definite;Gender;PronType;Mood;Tense;VerbForm;unassigned;Poss;Polarity;Voice;ExtPos;Reflex;NumType	Number;Person;Gender;PronType;Reflex;ExtPos;Mood;NumType;Definite;Poss;Tense;VerbForm;Voice;Polarity;unassigned	Number;Person;Gender;PronType;Reflex;ExtPos;Mood;NumType;Definite;Poss;Tense;VerbForm;Voice;Polarity;unassigned	14	14	2.23024597032582	2.23024597032582	3.592130738444708	21391	20626	16000	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	1	14	14	2.23024597032582	2.23024597032582	20	60	39	85.5	38
UD_French-GSD	41274	342336		0.120565759955132	0.0978833660497289	10.704050220826	1.59971260662904	1.57133595875295	1.14430450425095	1.14288805461943	3.16723009992677	2.96512181423811	0.971899937652528	0.946110112242571	1.12224565422358	1.12168794706651	1.9326578004479	1.90377397046909	unassigned;Definite;Gender;Number;PronType;ExtPos;Mood;Person;Tense;VerbForm;Voice;Number[psor];Person[psor];Poss;Emph;Polarity;NumType;Reflex	unassigned;Definite;Gender;Number;PronType;ExtPos;Mood;Person;Tense;VerbForm;Voice;Poss;Polarity;NumType;Reflex	unassigned;Definite;Gender;Number;PronType;Mood;Person;Tense;VerbForm;Number[psor];Person[psor];Poss;Emph;Voice;Polarity;ExtPos;NumType;Reflex	unassigned;Definite;Gender;Number;PronType;Mood;Person;Tense;VerbForm;Poss;Voice;Polarity;ExtPos;NumType;Reflex	Gender;Number;ExtPos;Definite;PronType;Number[psor];Person[psor];Poss;Polarity;Mood;Person;Tense;VerbForm;Voice;NumType;Emph;Reflex	Gender;Number;ExtPos;Definite;PronType;Poss;Polarity;Mood;Person;Tense;VerbForm;Voice;NumType;Reflex	17	14	2.07339864928024	2.01784212002243	3.9060352628259807	364389	344732	236668	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	0	14	17	2.01784212002243	2.07339864928024	46	53	62	85.5	38
UD_French-ParisStories	3237	34077		0.0949907562285412	0.0763271414737213	8.40099869765023	1.41937615289329	1.39521961974819	1.14064601224757	1.1182460585815	3.57987356606466	3.44518306787271	0.855839421273852	0.833731476999189	1.1042163425583	1.08241029383855	2.13431933164526	2.11221138737059	Gender;Number;ExtPos;Person;PronType;Reflex;Mood;Tense;VerbForm;Definite;unassigned;Polarity;Number[psor];Person[psor];Poss	Gender;Number;ExtPos;Person;PronType;Reflex;Mood;Tense;VerbForm;Definite;unassigned;Polarity;Poss	Gender;Number;unassigned;Person;PronType;Mood;Tense;VerbForm;Definite;ExtPos;Polarity;Number[psor];Person[psor];Poss;Reflex	Gender;Number;unassigned;Person;PronType;Mood;Tense;VerbForm;Definite;ExtPos;Polarity;Poss;Reflex	Gender;Number;PronType;Tense;VerbForm;ExtPos;Person;Reflex;Number[psor];Person[psor];Mood;Definite;Poss;Polarity	Gender;Number;PronType;Tense;VerbForm;ExtPos;Person;Reflex;Mood;Definite;Poss;Polarity	14	12	2.17906505854389	2.15165654253602	4.00815328268905	34989	34478	22832	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	0	12	14	2.15165654253602	2.17906505854389	59	70	50	85.5	38
UD_French-ParTUT	4120	25002		0.164786817054636	0.119270458363331	9.27669565499167	1.34081169710986	1.33760047753572	1.35660206820339	1.35955298104391	3.11552986507896	3.05798890628848	0.845276065339122	0.845276065339122	1.29390548576327	1.30022159246331	2.10717933319307	2.09688104410344	Definite;Number;PronType;Gender;unassigned;Tense;VerbForm;Mood;Person;NumType;Polarity;Number[psor];Person[psor];Poss	Definite;Number;PronType;Gender;unassigned;Tense;VerbForm;Mood;Person;NumType;Polarity;Poss	Definite;Number;PronType;Gender;unassigned;Tense;VerbForm;Mood;Person;NumType;Polarity;Number[psor];Person[psor];Poss	Definite;Number;PronType;Gender;unassigned;Tense;VerbForm;Mood;Person;NumType;Polarity;Poss	Definite;Number;PronType;Gender;Number[psor];Person[psor];Person;unassigned;Polarity;Tense;VerbForm;Mood;NumType;Poss	Definite;Number;PronType;Gender;Person;unassigned;Polarity;Tense;VerbForm;Mood;NumType;Poss	13	11	2.01007919366451	2.00191984641229	3.7638197342119177	26878	25566	18252	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	0	11	13	2.00191984641229	2.01007919366451	32	52	53	85.5	38
UD_French-PUD	5823	21397		0.272140954339393	0.215731177267841	9.82585389604431	1.30591671895519	1.28876564589929	1.40211137105916	1.38508734412037	3.02906183581943	2.88337666207625	0.82986154855876	0.819922026732945	1.36672671499018	1.35690399357706	1.89816962929101	1.88787024053938	Gender;Number;Mood;Person;Tense;VerbForm;unassigned;Definite;PronType;Polarity;Number[psor];Person[psor];Poss;ExtPos	Gender;Number;Mood;Person;Tense;VerbForm;unassigned;Definite;PronType;Polarity;Poss;ExtPos	Gender;Number;Mood;Person;Tense;VerbForm;unassigned;Definite;PronType;Polarity;Number[psor];Person[psor];Poss;ExtPos	Gender;Number;Mood;Person;Tense;VerbForm;unassigned;Definite;PronType;Polarity;Poss;ExtPos	Gender;Number;Tense;VerbForm;Mood;Person;ExtPos;Definite;PronType;Number[psor];Person[psor];Poss;Polarity;unassigned	Gender;Number;Tense;VerbForm;Mood;Person;ExtPos;Definite;PronType;Poss;Polarity;unassigned	13	11	2.20946861709585	2.18367060802916	3.669171224296687	22587	21672	16002	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	0	11	13	2.18367060802916	2.20946861709585	24	46	49	85.5	38
UD_French-Sequoia	9258	60508		0.153004561380313	0.113406491703576	9.99725194249996	1.40886303902352	1.40886303902352	1.15553814770803	1.15553814770803	3.23079608125328	3.23036988426289	0.842934190690015	0.842934190690015	1.12295113778455	1.12295113778455	2.16945906821823	2.16945906821823	Number;Person;PronType;Reflex;Mood;Tense;VerbForm;Gender;Definite;ExtPos;Poss;unassigned;Voice;NumType;Polarity;Number[psor];Person[psor]	Number;Person;PronType;Reflex;Mood;Tense;VerbForm;Gender;Definite;ExtPos;Poss;unassigned;Voice;NumType;Polarity	Number;Person;PronType;Mood;Tense;VerbForm;Definite;Gender;unassigned;Poss;Voice;NumType;ExtPos;Polarity;Reflex;Number[psor];Person[psor]	Number;Person;PronType;Mood;Tense;VerbForm;Definite;Gender;unassigned;Poss;Voice;NumType;ExtPos;Polarity;Reflex	Number;Person;PronType;Gender;Reflex;ExtPos;Number[psor];Person[psor];Poss;Mood;Tense;VerbForm;Voice;Definite;Polarity;NumType	Number;Person;PronType;Gender;Reflex;ExtPos;Poss;Mood;Tense;VerbForm;Voice;Definite;Polarity;NumType	16	14	1.96674819858531	1.96671514510478	3.7781791400786457	64412	60977	43837	stan1290	0.5238095238095238	0.4	0.5882352941176471	0.411764705882353	0.4590163934426229	0.2962962962962963	0	14	16	1.96671514510478	1.96674819858531	34	59	51	85.5	38
UD_Galician-PUD	6048	19380		0.312074303405573	0.24922600619195	10.1166687371885	1.10002193117459	1.0583885048015	1.41279466789212	1.41234109797673	2.66875746190547	2.60906275773734	0.737108683923971	0.696801068540819	1.36963857437182	1.36937045242112	1.84093459127771	1.78948193156267	Gender;PronType;Mood;Number;Person;Tense;VerbForm;unassigned;Definite;AdpType;NumType;Polarity;Poss;Case;Number[psor]	Gender;PronType;Mood;Number;Person;Tense;VerbForm;unassigned;Definite;NumType;Polarity;Poss;Case	Gender;PronType;Mood;Number;Person;Tense;unassigned;Definite;AdpType;NumType;Polarity;Poss;Case;VerbForm;Number[psor]	Gender;PronType;Mood;Number;Person;Tense;unassigned;Definite;NumType;Polarity;Poss;Case;VerbForm	Gender;PronType;Number;Person;Case;Definite;Mood;Tense;VerbForm;Polarity;Poss;Number[psor];unassigned;AdpType;NumType	Gender;PronType;Number;Person;Case;Definite;Mood;Tense;VerbForm;Polarity;Poss;unassigned;NumType	14	12	2.08544891640867	1.89674922600619	3.833897564172743	22722	20744	16011	gali1258	0.42857142857142855	0.5	0.5882352941176471	0.4705882352941176	0.4262295081967213	0.4528301886792453	0	12	14	1.89674922600619	2.08544891640867	40	32	34	51	109.5
UD_Galician-TreeGal	5523	20803		0.265490554246984	0.203047637359996	9.90248636826686	1.25436906413792	1.2388742999787	1.62901758322638	1.62514261290145	3.21198684301802	3.10338682214673	0.87617735165714306	0.865767155115437	1.57795936289705	1.57471310965288	2.15742967404434	2.14410640818933	Definite;Gender;Number;PronType;unassigned;Person;Case;Clitic;Mood;Tense;VerbForm;AdpType;Number[psor];Poss;Polarity;NumType;Degree	Definite;Gender;Number;PronType;unassigned;Person;Case;Mood;Tense;VerbForm;Poss;Polarity;NumType;Degree	Definite;Gender;Number;PronType;unassigned;Person;Clitic;Mood;Tense;VerbForm;AdpType;Case;Number[psor];Poss;Polarity;NumType;Degree	Definite;Gender;Number;PronType;unassigned;Person;Mood;Tense;VerbForm;Case;Poss;Polarity;NumType;Degree	Definite;Gender;Number;PronType;Number[psor];Person;Poss;unassigned;Clitic;Case;Mood;Tense;VerbForm;AdpType;Polarity;Degree;NumType	Definite;Gender;Number;PronType;Person;Poss;unassigned;Case;Mood;Tense;VerbForm;Polarity;Degree;NumType	16	13	2.46699995193001	2.25010815747729	3.930264486480244	24907	22722	19432	gali1258	0.42857142857142855	0.5	0.5882352941176471	0.4705882352941176	0.4262295081967213	0.4528301886792453	0	13	16	2.25010815747729	2.46699995193001	52	56	55	51	109.5
UD_German-GSD	50413	248915		0.202530984472611	0.184565012152743	11.6958321073432	2.00211890373379	1.99987082085571	2.42961695779096	2.43293804094905	4.61620227346331	4.53622224929897	1.45381154221075	1.45315418408309	2.39573914892737	2.39954368064919	3.26087294082309	3.25171322863469	Mood;Number;Person;Tense;VerbForm;Case;PronType;Reflex;Gender;Poss;unassigned;Definite;Polite;NumType;Degree;Voice;Polarity;Number[psor];Gender[psor]	Mood;Number;Person;Tense;VerbForm;Case;PronType;Reflex;Gender;Poss;unassigned;Definite;Polite;NumType;Degree;Voice;Polarity	Mood;Number;Person;Tense;VerbForm;Case;PronType;unassigned;Definite;Gender;NumType;Degree;Voice;Polarity;Number[psor];Poss;Reflex;Gender[psor];Polite	Mood;Number;Person;Tense;VerbForm;Case;PronType;unassigned;Definite;Gender;NumType;Degree;Voice;Polarity;Poss;Reflex;Polite	Mood;Number;Person;Tense;VerbForm;Voice;Polite;Case;PronType;Gender;Reflex;Poss;Degree;NumType;Definite;unassigned;Number[psor];Gender[psor];Polarity	Mood;Number;Person;Tense;VerbForm;Voice;Polite;Case;PronType;Gender;Reflex;Poss;Degree;NumType;Definite;unassigned;Polarity	18	16	2.76356587590141	2.75068195970512	4.256352630970223	259013	247691	188893	stan1295							0	16	18	2.75068195970512	2.76356587590141	81	96	106		
UD_German-HDT	181082	2949429		0.061395612506692	0.0242226546223015	11.5809082918121	2.16346889520178	2.08287609429302	1.641259813026	1.6332450354525	4.49553660863683	4.16068244345647	1.44944869420384	1.44445014290216	1.60054316068327	1.59243704960383	2.98441089909245	2.87345566045008	Case;Definite;Gender;Number;PronType;AdpType;PartType;VerbForm;Mood;Person;Tense;Aspect;unassigned;Hyph;VerbType;Degree;Variant;NumType;Polarity;Number[psor];Poss;Reflex;Gender[psor];ConjType;Polite	Case;Definite;Gender;Number;PronType;VerbForm;Mood;Person;Tense;Aspect;unassigned;Degree;NumType;Polarity;Poss;Reflex;Polite	Case;Definite;Gender;Number;PronType;AdpType;VerbForm;Mood;Person;Tense;unassigned;Hyph;VerbType;Degree;Variant;NumType;Polarity;Aspect;PartType;Number[psor];Poss;Reflex;Gender[psor];ConjType;Polite	Case;Definite;Gender;Number;PronType;VerbForm;Mood;Person;Tense;unassigned;Degree;NumType;Polarity;Aspect;Poss;Reflex;Polite	Case;Definite;Gender;Number;PronType;NumType;Number[psor];Person;Poss;Gender[psor];Degree;Polite;AdpType;PartType;Hyph;VerbForm;Mood;Tense;Aspect;VerbType;ConjType;Variant;Reflex;Polarity;unassigned	Case;Definite;Gender;Number;PronType;NumType;Person;Poss;Degree;Polite;VerbForm;Mood;Tense;Aspect;unassigned;Reflex;Polarity	24	16	2.59498635159551	2.39673950449392	4.490613400492318	3061809	2946284	2580446	stan1295							0	16	24	2.39673950449392	2.59498635159551	110	89	103		
UD_German-PUD	6460	18200		0.354945054945055	0.307857142857143	10.4454505074994	1.63804150412828	1.6165254657939	2.48401316448393	2.46772355630594	4.55787340219535	4.42212869711496	1.23021017067695	1.21939422380683	2.42228890415635	2.41210384521689	3.30514533224329	3.28348167790288	Case;Degree;Gender;Number;Definite;NumType;PronType;Polarity;Mood;Person;Tense;VerbForm;unassigned;Gender[psor];Number[psor];Poss;AdpType;Reflex;Polite	Case;Degree;Gender;Number;Definite;NumType;PronType;Polarity;Mood;Person;Tense;VerbForm;unassigned;Poss;Reflex;Polite	Case;Degree;Gender;Number;Definite;NumType;PronType;Polarity;Mood;Person;Tense;unassigned;Gender[psor];Number[psor];Poss;VerbForm;Reflex;AdpType;Polite	Case;Degree;Gender;Number;Definite;NumType;PronType;Polarity;Mood;Person;Tense;unassigned;Poss;VerbForm;Reflex;Polite	Case;Degree;Gender;Number;NumType;Definite;PronType;Gender[psor];Number[psor];Person;Poss;Polite;Polarity;Mood;Tense;VerbForm;AdpType;unassigned;Reflex	Case;Degree;Gender;Number;NumType;Definite;PronType;Person;Poss;Polite;Polarity;Mood;Tense;VerbForm;unassigned;Reflex	18	15	2.77192307692308	2.75016483516484	4.186554497913192	18862	18244	14454	stan1295							0	15	18	2.75016483516484	2.77192307692308	74	94	86		
